player_id,time,card_type,reason,period,match_id
6635,68:06,Yellow Card,Foul Committed,2,16120
6901,76:26,Yellow Card,Foul Committed,2,16120
5213,69:24,Yellow Card,Foul Committed,2,16131
5246,43:47,Yellow Card,Bad Behaviour,1,16131
6700,41:36,Yellow Card,Bad Behaviour,1,16131
5203,11:01,Yellow Card,Foul Committed,1,16136
6379,59:49,Yellow Card,Foul Committed,2,16136
13599,52:48,Yellow Card,Foul Committed,2,16136
4447,07:10,Yellow Card,Foul Committed,1,16136
5830,29:16,Yellow Card,Foul Committed,1,16136
17818,21:52,Yellow Card,Foul Committed,1,16136
5203,42:52,Yellow Card,Foul Committed,1,16149
6826,30:08,Yellow Card,Foul Committed,1,16149
8206,37:02,Yellow Card,Foul Committed,1,16149
6351,88:34,Yellow Card,Bad Behaviour,2,16149
6572,67:53,Yellow Card,Foul Committed,2,16149
6573,28:33,Yellow Card,Foul Committed,1,16149
6573,50:28,Second Yellow,Foul Committed,2,16149
6785,51:21,Yellow Card,Bad Behaviour,2,16149
5211,90:23,Yellow Card,Bad Behaviour,2,16157
5470,46:01,Yellow Card,Foul Committed,1,16157
6379,30:21,Yellow Card,Foul Committed,1,16157
6649,67:54,Yellow Card,Foul Committed,2,16173
6649,90:32,Second Yellow,Foul Committed,2,16173
6775,51:39,Yellow Card,Foul Committed,2,16173
6877,90:41,Yellow Card,Bad Behaviour,2,16173
5203,77:23,Yellow Card,Foul Committed,2,16173
6826,71:16,Yellow Card,Foul Committed,2,16173
5503,66:19,Yellow Card,Bad Behaviour,2,16182
6760,10:14,Yellow Card,Foul Committed,1,16182
11301,69:02,Yellow Card,Foul Committed,2,16182
11303,32:58,Yellow Card,Foul Committed,1,16182
5213,36:43,Yellow Card,Foul Committed,1,16190
3610,89:38,Yellow Card,Bad Behaviour,2,16190
5534,79:34,Yellow Card,Foul Committed,2,16190
6719,69:15,Yellow Card,Foul Committed,2,16190
6720,82:11,Yellow Card,Foul Committed,2,16190
7040,48:08,Yellow Card,Foul Committed,2,16190
8068,56:59,Yellow Card,Bad Behaviour,2,16190
5203,01:24,Yellow Card,Foul Committed,1,16196
6826,62:01,Yellow Card,Foul Committed,2,16196
5201,60:08,Yellow Card,Foul Committed,2,16196
5719,81:14,Yellow Card,Foul Committed,2,16196
5721,88:03,Yellow Card,Bad Behaviour,2,16196
5203,78:52,Yellow Card,Foul Committed,2,16205
4346,88:39,Yellow Card,Bad Behaviour,2,16205
17054,67:15,Yellow Card,Foul Committed,2,16205
6374,65:58,Yellow Card,Foul Committed,2,16215
6826,51:20,Yellow Card,Foul Committed,2,16215
5563,16:00,Yellow Card,Bad Behaviour,1,16215
6569,92:32,Yellow Card,Foul Committed,2,16231
6758,68:14,Yellow Card,Foul Committed,2,16231
6770,72:28,Yellow Card,Bad Behaviour,2,16231
22287,86:18,Yellow Card,Foul Committed,2,16231
5203,38:09,Yellow Card,Foul Committed,1,16240
5246,90:46,Yellow Card,Bad Behaviour,2,16240
5503,83:20,Yellow Card,Bad Behaviour,2,16240
6379,84:13,Yellow Card,Foul Committed,2,16240
6826,41:51,Yellow Card,Foul Committed,1,16240
8206,76:19,Yellow Card,Foul Committed,2,16240
13599,82:21,Yellow Card,Foul Committed,2,16240
4629,46:14,Yellow Card,Foul Committed,1,16240
6762,35:17,Yellow Card,Foul Committed,1,16240
6762,85:22,Second Yellow,Foul Committed,2,16240
11385,90:47,Yellow Card,Foul Committed,2,16240
5213,73:27,Yellow Card,Bad Behaviour,2,16248
5246,40:37,Yellow Card,Bad Behaviour,1,16248
6826,77:13,Yellow Card,Foul Committed,2,16248
5198,27:33,Red Card,Bad Behaviour,1,16248
5249,29:38,Yellow Card,Bad Behaviour,1,16248
5259,27:54,Yellow Card,Bad Behaviour,1,16248
6381,70:30,Yellow Card,Foul Committed,2,16248
6383,26:08,Yellow Card,Foul Committed,1,16248
3042,14:03,Yellow Card,Foul Committed,1,16265
3501,75:11,Yellow Card,Foul Committed,2,16275
6581,32:13,Yellow Card,Bad Behaviour,1,16275
6622,93:08,Yellow Card,Foul Committed,2,16275
6923,55:08,Yellow Card,Foul Committed,2,16275
5203,90:31,Yellow Card,Foul Committed,2,16289
5213,69:21,Yellow Card,Foul Committed,2,16289
5470,13:15,Yellow Card,Foul Committed,1,16289
6374,76:06,Yellow Card,Foul Committed,2,16289
6592,57:20,Yellow Card,Foul Committed,2,16289
6672,82:28,Yellow Card,Foul Committed,2,16289
6680,55:37,Yellow Card,Foul Committed,2,16289
8206,75:30,Yellow Card,Foul Committed,2,16306
4546,36:46,Yellow Card,Foul Committed,1,16306
6634,92:45,Yellow Card,Foul Committed,2,16306
7104,50:46,Yellow Card,Foul Committed,2,16306
5211,82:02,Yellow Card,Bad Behaviour,2,16317
6374,41:47,Yellow Card,Foul Committed,1,16317
6705,78:58,Yellow Card,Foul Committed,2,16317
6712,81:48,Yellow Card,Foul Committed,2,16317
6778,32:30,Yellow Card,Bad Behaviour,1,16317
8555,43:03,Yellow Card,Foul Committed,1,16317
19777,79:17,Yellow Card,Foul Committed,2,19717
4638,61:38,Yellow Card,Foul Committed,2,19736
16381,92:32,Yellow Card,Bad Behaviour,2,19742
16388,65:18,Yellow Card,Foul Committed,2,19742
19418,77:00,Yellow Card,Foul Committed,2,19754
18254,23:15,Yellow Card,Foul Committed,1,19774
16381,80:49,Yellow Card,Foul Committed,2,19794
17274,67:45,Yellow Card,Foul Committed,2,19794
15622,37:40,Yellow Card,Foul Committed,1,19799
10658,55:41,Yellow Card,Bad Behaviour,2,19811
15573,55:09,Yellow Card,Foul Committed,2,19811
18254,62:58,Yellow Card,Bad Behaviour,2,19811
4324,82:15,Yellow Card,Foul Committed,2,265830
5211,55:46,Yellow Card,Foul Committed,2,265830
5506,71:00,Yellow Card,Foul Committed,2,265830
5249,45:22,Yellow Card,Foul Committed,2,265830
6384,43:08,Yellow Card,Foul Committed,1,265830
6672,35:16,Yellow Card,Foul Committed,1,265835
7909,47:41,Yellow Card,Foul Committed,2,265835
10609,55:39,Yellow Card,Foul Committed,2,265835
5203,21:00,Yellow Card,Foul Committed,1,265837
5213,51:21,Yellow Card,Foul Committed,2,265837
7068,38:22,Yellow Card,Foul Committed,1,265837
6673,67:55,Yellow Card,Foul Committed,2,265837
6705,22:15,Yellow Card,Foul Committed,1,265837
3253,29:06,Yellow Card,Foul Committed,1,265839
10476,76:38,Yellow Card,Foul Committed,2,265839
4324,70:01,Yellow Card,Foul Committed,2,265839
5213,89:42,Yellow Card,Foul Committed,2,265839
6379,73:30,Yellow Card,Foul Committed,2,265839
2995,34:14,Yellow Card,Foul Committed,1,265857
5201,62:42,Red Card,Foul Committed,2,265857
5207,84:54,Yellow Card,Foul Committed,2,265857
5463,87:31,Yellow Card,Foul Committed,2,265857
20016,42:37,Yellow Card,Bad Behaviour,1,265857
20133,84:18,Yellow Card,Bad Behaviour,2,265857
3478,42:36,Yellow Card,Bad Behaviour,1,265857
5203,65:22,Yellow Card,Foul Committed,2,265857
18404,47:42,Yellow Card,Bad Behaviour,1,265866
24139,51:28,Yellow Card,Foul Committed,2,265866
5503,64:35,Yellow Card,Foul Committed,2,265894
6332,43:34,Yellow Card,Foul Committed,1,265894
11094,70:12,Yellow Card,Foul Committed,2,265894
6707,24:39,Yellow Card,Foul Committed,1,265894
6764,85:27,Yellow Card,Foul Committed,2,265894
25859,93:15,Yellow Card,Foul Committed,2,265894
4320,39:01,Yellow Card,Foul Committed,1,265896
5216,81:52,Yellow Card,Foul Committed,2,265896
24190,52:09,Yellow Card,Foul Committed,2,265896
24508,44:32,Yellow Card,Foul Committed,1,265896
6561,70:40,Yellow Card,Foul Committed,2,265944
6926,84:17,Yellow Card,Bad Behaviour,2,265944
16332,24:59,Yellow Card,Foul Committed,1,265944
16332,83:46,Second Yellow,Foul Committed,2,265944
4320,45:38,Yellow Card,Bad Behaviour,1,265952
6624,23:30,Yellow Card,Foul Committed,1,265952
24173,44:00,Yellow Card,Foul Committed,1,265952
25591,54:11,Yellow Card,Foul Committed,2,265952
5503,11:18,Yellow Card,Foul Committed,1,265958
5506,89:24,Yellow Card,Foul Committed,2,265958
6791,61:54,Yellow Card,Foul Committed,2,265958
6792,68:48,Yellow Card,Bad Behaviour,2,265958
6838,26:53,Yellow Card,Foul Committed,1,265958
6867,17:13,Yellow Card,Foul Committed,1,265958
18407,38:38,Yellow Card,Foul Committed,1,265958
23974,68:12,Yellow Card,Foul Committed,2,265958
27241,35:15,Yellow Card,Bad Behaviour,1,265958
5208,39:40,Yellow Card,Foul Committed,1,266015
6879,25:33,Yellow Card,Foul Committed,1,266015
19396,51:30,Yellow Card,Foul Committed,2,266015
25911,65:57,Yellow Card,Foul Committed,2,266015
26692,34:14,Yellow Card,Foul Committed,1,266015
4406,91:48,Yellow Card,Foul Committed,2,266033
5741,74:46,Yellow Card,Foul Committed,2,266033
6891,16:32,Yellow Card,Foul Committed,1,266033
23488,68:53,Yellow Card,Foul Committed,2,266033
25144,22:06,Yellow Card,Bad Behaviour,1,266033
4320,50:31,Yellow Card,Foul Committed,2,266033
5203,24:23,Yellow Card,Foul Committed,1,266033
5503,72:44,Yellow Card,Foul Committed,2,266033
6849,46:22,Yellow Card,Foul Committed,2,266033
5506,62:33,Yellow Card,Foul Committed,2,266045
6633,28:31,Yellow Card,Foul Committed,1,266045
6674,26:17,Yellow Card,Foul Committed,1,266045
6694,61:23,Yellow Card,Bad Behaviour,2,266045
6770,25:25,Yellow Card,Foul Committed,1,266045
6899,74:58,Yellow Card,Foul Committed,2,266045
5246,47:49,Yellow Card,Foul Committed,2,266056
5506,82:13,Yellow Card,Foul Committed,2,266056
6775,81:16,Yellow Card,Foul Committed,2,266056
6778,69:21,Yellow Card,Foul Committed,2,266056
24453,04:07,Yellow Card,Foul Committed,1,266056
22102,24:38,Yellow Card,Foul Committed,1,266066
24127,16:02,Yellow Card,Foul Committed,1,266066
24149,80:36,Yellow Card,Foul Committed,2,266066
26432,22:22,Yellow Card,Foul Committed,1,266066
27247,85:32,Yellow Card,Foul Committed,2,266066
5506,57:27,Yellow Card,Foul Committed,2,266074
6869,47:33,Yellow Card,Foul Committed,2,266074
26723,81:08,Yellow Card,Foul Committed,2,266074
5588,42:43,Yellow Card,Foul Committed,1,266106
6622,77:27,Yellow Card,Foul Committed,2,266106
6752,40:02,Yellow Card,Bad Behaviour,1,266106
6755,39:04,Yellow Card,Foul Committed,1,266106
6771,84:11,Yellow Card,Foul Committed,2,266106
6772,83:26,Yellow Card,Foul Committed,2,266106
22819,23:12,Yellow Card,Bad Behaviour,1,266106
26009,18:56,Yellow Card,Foul Committed,1,266106
5211,52:11,Yellow Card,Foul Committed,2,266106
5213,15:18,Yellow Card,Foul Committed,1,266106
5506,93:42,Yellow Card,Foul Committed,2,266106
11094,12:15,Yellow Card,Foul Committed,1,266106
4324,80:05,Yellow Card,Foul Committed,2,266117
4546,83:03,Yellow Card,Foul Committed,2,266117
23799,88:44,Yellow Card,Foul Committed,2,266117
25707,33:20,Yellow Card,Foul Committed,1,266117
3497,45:24,Yellow Card,Foul Committed,2,266142
3637,28:52,Yellow Card,Foul Committed,1,266142
5504,56:31,Yellow Card,Foul Committed,2,266142
20603,81:14,Yellow Card,Foul Committed,2,266142
23816,76:28,Yellow Card,Bad Behaviour,2,266142
5203,60:43,Yellow Card,Foul Committed,2,266142
5213,61:23,Yellow Card,Foul Committed,2,266142
6580,61:41,Yellow Card,Foul Committed,2,266148
25859,90:54,Yellow Card,Bad Behaviour,2,266148
26669,48:28,Yellow Card,Foul Committed,2,266148
4320,86:44,Yellow Card,Foul Committed,2,266148
5211,90:01,Yellow Card,Foul Committed,2,266148
5213,78:38,Yellow Card,Foul Committed,2,266148
6998,11:21,Yellow Card,Foul Committed,1,266148
5213,86:56,Yellow Card,Foul Committed,2,266149
5506,49:57,Yellow Card,Foul Committed,2,266149
6576,03:02,Red Card,Foul Committed,1,266149
6606,84:29,Yellow Card,Foul Committed,2,266149
6649,69:18,Yellow Card,Bad Behaviour,2,266149
4324,61:59,Yellow Card,Foul Committed,2,266160
5203,88:00,Yellow Card,Foul Committed,2,266160
5213,27:50,Yellow Card,Foul Committed,1,266160
5678,65:33,Yellow Card,Foul Committed,2,266160
6647,22:39,Yellow Card,Foul Committed,1,266160
8801,82:31,Yellow Card,Foul Committed,2,266160
26012,56:35,Yellow Card,Foul Committed,2,266160
5216,43:29,Yellow Card,Foul Committed,1,266166
5259,87:55,Yellow Card,Foul Committed,2,266166
6320,42:03,Yellow Card,Foul Committed,1,266166
12021,17:27,Yellow Card,Foul Committed,1,266166
6669,88:06,Yellow Card,Foul Committed,2,266191
8724,61:03,Yellow Card,Foul Committed,2,266191
5211,92:55,Yellow Card,Bad Behaviour,2,266191
5506,54:19,Yellow Card,Foul Committed,2,266191
6609,83:56,Yellow Card,Bad Behaviour,2,266191
20055,21:40,Yellow Card,Bad Behaviour,1,266191
3385,49:25,Yellow Card,Foul Committed,2,266201
3958,61:14,Yellow Card,Bad Behaviour,2,266201
5506,54:55,Yellow Card,Foul Committed,2,266201
6599,64:13,Yellow Card,Foul Committed,2,266201
26238,41:31,Yellow Card,Foul Committed,1,266201
27206,27:37,Yellow Card,Foul Committed,1,266201
4324,77:23,Yellow Card,Foul Committed,2,266230
7068,67:27,Yellow Card,Foul Committed,2,266230
24080,63:48,Yellow Card,Foul Committed,2,266230
27243,58:43,Yellow Card,Foul Committed,2,266230
5246,74:20,Yellow Card,Bad Behaviour,2,266236
5470,42:55,Yellow Card,Foul Committed,1,266236
6332,63:14,Yellow Card,Foul Committed,2,266236
6606,35:41,Yellow Card,Bad Behaviour,1,266236
6617,69:56,Yellow Card,Foul Committed,2,266236
12191,33:14,Yellow Card,Foul Committed,1,266236
5514,88:00,Yellow Card,Foul Committed,2,266240
5560,38:27,Yellow Card,Foul Committed,1,266240
6633,91:18,Yellow Card,Bad Behaviour,2,266240
6665,42:07,Yellow Card,Foul Committed,1,266240
6770,50:20,Yellow Card,Bad Behaviour,2,266240
4320,92:24,Yellow Card,Bad Behaviour,2,266240
4324,75:46,Yellow Card,Foul Committed,2,266240
5211,88:09,Yellow Card,Bad Behaviour,2,266240
10609,33:47,Yellow Card,Foul Committed,1,266240
4324,47:46,Yellow Card,Foul Committed,2,266254
6794,10:27,Yellow Card,Foul Committed,1,266254
6805,41:47,Yellow Card,Foul Committed,1,266254
7577,25:49,Yellow Card,Foul Committed,1,266254
27342,73:51,Yellow Card,Foul Committed,2,266254
5203,47:48,Yellow Card,Bad Behaviour,1,266256
5213,04:31,Yellow Card,Foul Committed,1,266256
5503,47:48,Yellow Card,Bad Behaviour,1,266256
5506,89:31,Yellow Card,Foul Committed,2,266256
27053,72:30,Yellow Card,Foul Committed,2,266256
5249,36:31,Yellow Card,Bad Behaviour,1,266256
6320,68:41,Yellow Card,Foul Committed,2,266256
6391,91:38,Yellow Card,Foul Committed,2,266256
20669,36:23,Yellow Card,Foul Committed,1,266256
6615,92:36,Yellow Card,Foul Committed,2,266273
5203,58:24,Yellow Card,Bad Behaviour,2,266273
5470,60:24,Yellow Card,Foul Committed,2,266273
5492,05:33,Yellow Card,Foul Committed,1,266273
5211,47:53,Yellow Card,Foul Committed,1,266274
22102,19:18,Yellow Card,Foul Committed,1,266274
6805,82:40,Yellow Card,Foul Committed,2,266274
19668,74:47,Yellow Card,Foul Committed,2,266274
3497,37:24,Yellow Card,Foul Committed,1,266280
6841,56:31,Yellow Card,Foul Committed,2,266280
6841,90:15,Second Yellow,Foul Committed,2,266280
5203,70:34,Yellow Card,Foul Committed,2,266280
5213,14:28,Yellow Card,Foul Committed,1,266280
5470,77:37,Yellow Card,Foul Committed,2,266280
13599,83:55,Yellow Card,Foul Committed,2,266280
5203,19:33,Yellow Card,Foul Committed,1,266299
6794,35:15,Yellow Card,Foul Committed,1,266299
6796,37:38,Yellow Card,Foul Committed,1,266299
6804,48:01,Yellow Card,Foul Committed,2,266299
25921,29:38,Yellow Card,Foul Committed,1,266310
5200,50:59,Yellow Card,Foul Committed,2,266320
6709,77:32,Yellow Card,Foul Committed,2,266320
6762,68:18,Yellow Card,Foul Committed,2,266320
24072,27:58,Yellow Card,Foul Committed,1,266320
18160,51:05,Yellow Card,Foul Committed,2,266357
23944,26:13,Yellow Card,Foul Committed,1,266357
23947,85:00,Yellow Card,Bad Behaviour,2,266357
3958,36:49,Yellow Card,Foul Committed,1,266406
4324,41:45,Yellow Card,Bad Behaviour,1,266406
5203,88:04,Yellow Card,Foul Committed,2,266420
7068,25:39,Yellow Card,Foul Committed,1,266420
24149,27:02,Yellow Card,Foul Committed,1,266420
4926,83:48,Red Card,Foul Committed,2,266424
5201,49:59,Yellow Card,Foul Committed,2,266424
5695,22:18,Yellow Card,Foul Committed,1,266424
5721,82:23,Yellow Card,Foul Committed,2,266424
4324,29:26,Yellow Card,Foul Committed,1,266424
5203,91:27,Yellow Card,Foul Committed,2,266424
5573,84:02,Yellow Card,Foul Committed,2,266433
6351,72:35,Yellow Card,Foul Committed,2,266433
6706,27:19,Yellow Card,Foul Committed,1,266433
26607,52:46,Yellow Card,Foul Committed,2,266433
3389,37:42,Yellow Card,Foul Committed,1,266440
3389,43:22,Red Card,Foul Committed,1,266440
5741,23:26,Yellow Card,Foul Committed,1,266440
6593,90:32,Yellow Card,Foul Committed,2,266440
6595,42:32,Yellow Card,Foul Committed,1,266440
5216,66:31,Yellow Card,Foul Committed,2,266440
5503,85:13,Yellow Card,Bad Behaviour,2,266440
10802,76:38,Yellow Card,Foul Committed,2,266440
3478,31:41,Yellow Card,Foul Committed,1,266462
22102,83:15,Yellow Card,Foul Committed,2,266462
23947,88:43,Yellow Card,Foul Committed,2,266462
26807,76:35,Yellow Card,Foul Committed,2,266462
27242,90:19,Yellow Card,Foul Committed,2,266462
4320,89:09,Yellow Card,Bad Behaviour,2,266467
5203,22:22,Yellow Card,Foul Committed,1,266467
6804,89:44,Yellow Card,Foul Committed,2,266467
6805,77:53,Yellow Card,Foul Committed,2,266467
5213,82:01,Yellow Card,Foul Committed,2,266477
6379,77:24,Yellow Card,Bad Behaviour,2,266477
6828,69:07,Yellow Card,Foul Committed,2,266477
6828,93:32,Second Yellow,Foul Committed,2,266477
6859,77:31,Yellow Card,Bad Behaviour,2,266477
24149,44:18,Yellow Card,Foul Committed,1,266490
4324,37:51,Yellow Card,Foul Committed,1,266491
5506,35:23,Yellow Card,Foul Committed,1,266491
22102,44:37,Yellow Card,Bad Behaviour,1,266491
24580,64:44,Yellow Card,Foul Committed,2,266491
26020,41:08,Yellow Card,Foul Committed,1,266491
26686,93:37,Yellow Card,Bad Behaviour,2,266491
6736,41:28,Yellow Card,Foul Committed,1,266498
6907,49:18,Yellow Card,Foul Committed,2,266498
17054,09:17,Yellow Card,Foul Committed,1,266498
5213,42:38,Yellow Card,Foul Committed,1,266516
5470,69:16,Yellow Card,Foul Committed,2,266516
10802,77:53,Yellow Card,Bad Behaviour,2,266516
6832,77:53,Yellow Card,Bad Behaviour,2,266516
27346,66:33,Yellow Card,Foul Committed,2,266516
3090,65:48,Yellow Card,Bad Behaviour,2,266525
3638,78:38,Yellow Card,Foul Committed,2,266525
6751,27:41,Yellow Card,Foul Committed,1,266525
27480,34:51,Yellow Card,Foul Committed,1,266525
4691,90:07,Yellow Card,Bad Behaviour,2,266525
5470,76:42,Yellow Card,Foul Committed,2,266525
5506,53:35,Yellow Card,Foul Committed,2,266525
22102,26:16,Yellow Card,Foul Committed,1,266525
6757,12:23,Yellow Card,Foul Committed,1,266528
6763,09:04,Yellow Card,Foul Committed,1,266528
7781,64:28,Yellow Card,Foul Committed,2,266528
4324,57:51,Yellow Card,Bad Behaviour,2,266531
5203,82:34,Yellow Card,Foul Committed,2,266531
5211,53:19,Yellow Card,Bad Behaviour,2,266531
5211,53:44,Second Yellow,Bad Behaviour,2,266531
5200,71:45,Yellow Card,Foul Committed,2,266531
5573,90:56,Yellow Card,Bad Behaviour,2,266531
5573,91:01,Second Yellow,Bad Behaviour,2,266531
6709,61:34,Yellow Card,Foul Committed,2,266531
6762,57:48,Yellow Card,Foul Committed,2,266531
6767,21:43,Yellow Card,Foul Committed,1,266531
18407,79:26,Yellow Card,Foul Committed,2,266531
6595,50:45,Yellow Card,Foul Committed,2,266557
6663,14:02,Yellow Card,Foul Committed,1,266557
10802,68:00,Yellow Card,Bad Behaviour,2,266557
4320,85:09,Yellow Card,Foul Committed,2,266557
5213,34:26,Yellow Card,Foul Committed,1,266557
5246,39:28,Yellow Card,Bad Behaviour,1,266557
3090,94:44,Yellow Card,Bad Behaviour,2,266560
3638,26:00,Yellow Card,Foul Committed,1,266560
5718,69:42,Yellow Card,Foul Committed,2,266560
6663,19:36,Yellow Card,Bad Behaviour,1,266560
5211,28:02,Yellow Card,Foul Committed,1,266560
5213,19:39,Yellow Card,Bad Behaviour,1,266560
5503,94:52,Yellow Card,Bad Behaviour,2,266560
10609,07:33,Yellow Card,Foul Committed,1,266560
5213,64:15,Yellow Card,Foul Committed,2,266603
7216,45:14,Yellow Card,Foul Committed,2,266603
19396,90:12,Yellow Card,Foul Committed,2,266603
26190,81:15,Yellow Card,Foul Committed,2,266603
27249,51:21,Yellow Card,Bad Behaviour,2,266603
27313,74:39,Yellow Card,Foul Committed,2,266603
6595,45:20,Yellow Card,Foul Committed,1,266613
19454,51:52,Yellow Card,Foul Committed,2,266613
25144,93:58,Yellow Card,Bad Behaviour,2,266613
5211,50:50,Yellow Card,Foul Committed,2,266613
5211,76:51,Second Yellow,Foul Committed,2,266613
5506,78:05,Yellow Card,Foul Committed,2,266613
4418,59:53,Yellow Card,Foul Committed,2,266620
6680,28:38,Yellow Card,Foul Committed,1,266620
6702,56:16,Yellow Card,Foul Committed,2,266620
26387,55:07,Yellow Card,Foul Committed,2,266620
6400,62:16,Yellow Card,Foul Committed,2,266620
3958,28:52,Yellow Card,Foul Committed,1,266631
4320,91:44,Yellow Card,Bad Behaviour,2,266631
5503,93:19,Yellow Card,Bad Behaviour,2,266631
5199,52:02,Yellow Card,Foul Committed,2,266631
5249,30:51,Yellow Card,Foul Committed,1,266631
5259,88:29,Yellow Card,Foul Committed,2,266631
6384,74:30,Yellow Card,Foul Committed,2,266631
26780,93:19,Yellow Card,Bad Behaviour,2,266631
4320,86:29,Yellow Card,Foul Committed,2,266653
11094,77:05,Yellow Card,Foul Committed,2,266653
6713,41:15,Red Card,Foul Committed,1,266653
6743,66:30,Red Card,Foul Committed,2,266653
5213,91:32,Yellow Card,Bad Behaviour,2,266664
5506,67:34,Yellow Card,Bad Behaviour,2,266664
11094,41:59,Yellow Card,Foul Committed,1,266664
6671,23:56,Yellow Card,Foul Committed,1,266664
6601,71:03,Yellow Card,Foul Committed,2,266669
5506,54:20,Yellow Card,Foul Committed,2,266669
4320,85:33,Yellow Card,Bad Behaviour,2,266670
5213,92:06,Yellow Card,Bad Behaviour,2,266670
5506,21:49,Yellow Card,Bad Behaviour,1,266670
6701,41:40,Yellow Card,Foul Committed,1,266670
6762,21:50,Yellow Card,Bad Behaviour,1,266670
6791,30:18,Yellow Card,Foul Committed,1,266670
6867,87:51,Yellow Card,Foul Committed,2,266670
27241,59:47,Yellow Card,Foul Committed,2,266670
25948,26:31,Yellow Card,Foul Committed,1,266724
5203,56:44,Yellow Card,Foul Committed,2,266724
6699,38:53,Yellow Card,Bad Behaviour,1,266731
6700,42:52,Yellow Card,Foul Committed,1,266731
6712,25:17,Yellow Card,Foul Committed,1,266731
11094,41:47,Yellow Card,Foul Committed,1,266731
5203,76:04,Yellow Card,Foul Committed,2,266741
6778,64:18,Yellow Card,Bad Behaviour,2,266741
26248,67:45,Yellow Card,Foul Committed,2,266741
5203,42:32,Yellow Card,Foul Committed,1,266770
5506,35:34,Yellow Card,Foul Committed,1,266770
6668,38:34,Yellow Card,Foul Committed,1,266770
20539,39:53,Red Card,Foul Committed,1,266770
5211,65:37,Yellow Card,Foul Committed,2,266794
5506,61:57,Yellow Card,Foul Committed,2,266794
5724,40:44,Yellow Card,Foul Committed,1,266794
